source,title,abstract,journal,publication_date,authors,mesh_terms,doi,pmid,url
PubMed,[Management of patients with kidney stones].,"Proper management of lithiasis-related diseases is essential, as they often cause pain that can be difficult to alleviate, leading to significant morbidity and substantial healthcare costs. In rare cases, lithiasis may indicate a more serious underlying condition that could progress to chronic kidney disease. The French Association of Urology (AFU) provides recommendations for the initial assessment of any patient experiencing a first episode of lithiasis, emphasizing the importance of stone analysis, dietary assessment, and crystalluria analysis when available. Simple measures, such as ensuring adequate hydration and a balanced intake of sodium, protein, and calcium, can help reduce the risk of stone formation in most cases. The use of a crystallization inhibitor, such as citrate, may also be indicated. Additional treatments may be considered depending on the stone type and any underlying biochemical abnormalities. These guidelines also describe criteria leading to a more comprehensive secondary evaluation, which may reveal conditions such as hyperoxaluria. This condition can be dietary, secondary to malabsorption, or due to genetic causes, such as primary hyperoxaluria (PH). Diagnosing PH is particularly crucial in the case of type 1 PH, as it can lead to renal failure and systemic oxalate accumulation, with a high risk of immediate recurrence in transplanted kidneys. Before the advent of RNA interference (siRNA) therapies, conservative treatment options—such as pyridoxine, hyperhydration, and crystallization inhibitors—were the primary strategies to slow the progression toward renal failure, with combined liver-kidney transplantation considered for end-stage renal disease. Current approaches now favor isolated kidney transplantation with adjunctive siRNA therapy, although this strategy requires careful, case-by-case consideration. Il est important de prendre en charge correctement une maladie lithiasique puisqu’elle entraîne une douleur parfois difficile à soulager ainsi qu’une morbidité significative et des coûts de santé substantiels. Dans certains cas rares, la maladie lithiasique est témoin d’une pathologie sous-jacente plus sévère pouvant conduire à une maladie rénale chronique. Il existe des recommandations françaises de l’Association française d’urologie (AFU) détaillant le bilan initial de tout patient ayant fait un premier épisode de maladie lithiasique mais précisant aussi l’importance de l’analyse du calcul, du bilan diététique ainsi que de la cristallurie quand elle est disponible. De simples mesures à type d’hydratation abondante, de consommation sodée, protéique et calcique équilibrée permettront dans la majorité des cas de réduire le risque lithiasique. L’ajout d’un inhibiteur de cristallisation tel que le citrate de potassium peut parfois être indiqué. D’autres thérapeutiques peuvent être discutées en fonction de l’origine du calcul et des anomalies biologiques sous-jacentes. Ces recommandations précisent également les conditions qui conduiront à la réalisation d’un bilan secondaire plus poussé. Ce bilan pourra faire découvrir l’existence, entre autres, d’une hyperoxalurie, qui pourra être diététique, secondaire à une malabsorption ou d’origine génétique (hyperoxalurie primaire [HP]). Le diagnostic d’HP a toute son importance car cette pathologie conduit (notamment dans l’HP type 1) à une défaillance rénale, ainsi qu’à l’accumulation d’oxalate systémique, avec un risque de récidive immédiat sur le greffon. Avant l’avènement des ARN interférents (siRNA), le traitement conservateur (pyridoxine, hyperhydratation, inhibiteurs de la cristallisation) était la seule option pour ralentir l’évolution vers la défaillance rénale, la double greffe foie-rein était proposée lors de la défaillance rénale. La tendance actuelle est à la greffe de rein seule avec adjonction de siRNA mais doit être discutée au cas par cas.",Nephrologie & therapeutique,2024,De-Mul Aurélie; Bacchetta Justine; Lemoine Sandrine,,10.1684/ndt.2024.102,39917790,https://pubmed.ncbi.nlm.nih.gov/39917790/
PubMed,[Medullary sponge kidney: a pathology still full of unknowns].,"Medullary sponge kidney is a disease characterized by precaliceal dilatation of the renal tubules. Clinical manifestations include recurrent kidney stones, urinary tract infections, hematuria and back pain. Biological abnormalities such as hypocitraturia, hypercalciuria or hyperoxaluria are most often associated with active and recurrent lithiasis. Diagnosis is challenging, based on imaging, formerly intravenous urography and now Multidetector computed tomography urogram, or ureteroscopy. The pathophysiology is not well understood, hypotheses involve disturbances in renal organogenesis. Genetic origin and congenital nature of the disease are suspected. Treatment is mainly symptomatic and includes prophylactic dietary rules common to all nephrolithiasis patients. The natural course of the disease is unknown. Further data are needed to better characterize these patients. La maladie de Cacchi-Ricci est une pathologie caractérisée par une dilatation précalicielle des tubes rénaux. Les manifestations cliniques comprennent les calculs rénaux à répétition, les infections des voies urinaires, l’hématurie et les douleurs lombaires. Des anomalies biologiques telles que l’hypocitraturie, l’hypercalciurie ou l’hyperoxalurie sont fréquemment associées, favorisant la formation des calculs urinaires. Le diagnostic est difficile, basé sur l’imagerie, anciennement l’urographie intraveineuse et désormais l’uroscanner, ou l’aspect urétéroscopique. La physiopathologie est incomprise, les principales hypothèses impliquent des perturbations de l’organogenèse rénale. L’origine génétique et le caractère congénital de la maladie sont suspectés. Le traitement est principalement symptomatique, comprenant les mesures prophylactiques hygiéno-diététiques communes à tout patient lithiasique. L’évolution naturelle de la maladie n’est pas connue. Des données complémentaires sont nécessaires afin de mieux caractériser ces patients.",Nephrologie & therapeutique,2024,Tournebize Corentin; Abid Nadia; De Mul Aurélie; Schleef Maxime; Derain-Dubourg Laurence; Lemoine Sandrine,,10.1684/ndt.2024.98,39917789,https://pubmed.ncbi.nlm.nih.gov/39917789/
PubMed,[Assessment using objective structured clinical examination of skills acquisition regarding hyponatremia in medical students following different teaching methods].,"To assess the impact of teaching methods on skill acquisition in medical students, using an objective structured clinical examination (OSCE). Observational study on medical students in France after training on hyponatremia using lecture course, individualized teaching without presentation, or reverse OSCE. We included 77 students. Their mean score ± standard deviation was 55 ± 15 points [2.5-90]. Students using the reverse OSCE scored significantly lower in both the test and the overall evaluation, although this teaching modality was preferred, even after adjustment for the year of study. A significant correlation between self-evaluation and test results was observed. Most students felt that the OSCE evaluation allows them to measure their level of learning. The OSCE is an assessment method appreciated by medical students, but reverse OSCE were not associated with improved results at evaluation, although a possible bias due to center effect needs to be acknowledged. Évaluer l’impact des méthodes d’enseignement sur l’acquisition des compétences chez les étudiants en médecine par examen clinique objectif structuré (ECOS). Étude menée auprès d’étudiants en médecine en France après formation sur l’hyponatrémie dispensée par enseignement magistral, enseignement interactif ou ECOS inversé. Évaluation des compétences et des connaissances par un ECOS évaluatif. Parmi 77 étudiants, la note moyenne ± écart type à l’ECOS était de 55 ± 15 points [2,5-90/100]. Les étudiants utilisant l’ECOS inversé comme méthode d’enseignement ont obtenu des scores plus faibles à l’ECOS et à l’évaluation globale, bien que cette méthode ait été préférée. Il existait une corrélation entre l’auto-évaluation et les résultats des tests. La plupart des étudiants estimaient que l’évaluation par ECOS leur permettait de mesurer leur niveau d’apprentissage. L’ECOS est une méthode d’évaluation appréciée des étudiants en médecine. Cependant, l’enseignement par ECOS inversé n’a pas été associée à un meilleur taux de réussite aux ECOS évaluatifs, sous réserve d’un possible biais lié à l’effet centre.",Nephrologie & therapeutique,2024,Caré Weniko; Lazareth Hélène; Flahault Adrien,"Humans; Hyponatremia; Clinical Competence; Students, Medical; Female; Educational Measurement; Male; France; Adult; Teaching; Young Adult",10.1684/ndt.2024.99,39917787,https://pubmed.ncbi.nlm.nih.gov/39917787/
PubMed,Exploring the spectrum of postpartum acute kidney injury: is micro-veinous renal thrombosis a potential cause? A lesson for the clinical nephrologist.,,Journal of nephrology,2025,Rozenblat David; Rafat Cédric; Buob David; Hertig Alexandre; De Saint Gilles David,,10.1007/s40620-025-02228-2,39903384,https://pubmed.ncbi.nlm.nih.gov/39903384/
PubMed,Sustained Low-Efficiency Dialysis (SLED) with Regional Citrate Anticoagulation (RCA) and new dialysis equipment: a prospective study with serum citrate measurements and electrolyte monitoring.,"Sustained-Low Efficiency Dialysis (SLED) is an increasingly used Kidney Replacement Therapy (KRT) modality in critically ill patients. This study was aimed at evaluating the safety and efficacy of simplified Regional Citrate Anticoagulation (RCA) for SLED using new hemodialysis equipment. The 8-hour SLED sessions were performed with a Surdial X Nipro Eighty-one SLED treatments were performed in 27 patients (APACHE II score 21 ± 6). The prescribed duration was attained for the majority of the treatments (72/81, 88%). No major bleeding episodes or side effects of citrate accumulation occurred. While calcium infusion was needed in 19/81 SLED sessions (23%), phosphate and magnesium supplementation was necessary following about 25% of all SLED sessions. Our simplified regional citrate anticoagulation protocol for SLED with a new ""conventional"" dialysis machine resulted safe and effective, also for critically ill patients, ensuring a good match between the prescribed and delivered dialysis dose. Close electrolyte monitoring and early supplementation allowed to tailor the dialysis prescription to the patient's actual needs, while avoiding KRT-related complications.",Journal of nephrology,2025,Di Mario Francesca; Regolisti Giuseppe; Fani Filippo; Menegazzo Brenda; Zambrano Cristina; Greco Paolo; Maccari Caterina; Di Motta Tommaso; Vizzini Giuseppe; Italiano Chiara; Fiaccadori Enrico,,10.1007/s40620-024-02201-5,39891841,https://pubmed.ncbi.nlm.nih.gov/39891841/
PubMed,Enhancing individual glomerular filtration rate assessment: can we trust the equation? Development and validation of machine learning models to assess the trustworthiness of estimated GFR compared to measured GFR.,"Creatinine-based estimated glomerular filtration rate (eGFR) equations are widely used in clinical practice but exhibit inherent limitations. On the other side, measuring GFR is time consuming and not available in routine clinical practice. We developed and validated machine learning models to assess the trustworthiness (i.e. the ability of equations to estimate measured GFR (mGFR) within 10%, 20% or 30%) of the European Kidney Function Consortium (EKFC) equation at the individual level. This observational study used data from European and US cohorts, comprising 22,343 participants of all ages with available mGFR results. Four machine learning and two traditional logistic regression models were trained on a cohort of 9,202 participants to predict the likelihood of the EKFC creatinine-derived eGFR falling within 30% (p30), 20% (p20) or 10% (p10) of the mGFR value. The algorithms were internally and then externally validated on cohorts of respectively 3,034 and 10,107 participants. The predictors included in the models were creatinine, age, sex, height, weight, and EKFC. The random forest model was the most robust model. In the external validation cohort, the model achieved an area under the curve of 0.675 (95%CI 0.660;0.690) and an accuracy of 0.716 (95%CI 0.707;0.725) for the P30 criterion. Sensitivity was 0.756 (95%CI 0.747;0.765) and specificity was 0.485 (95%CI 0.460; 0.511) at the 80% probability level that EKFC falls within 30% of mGFR. At the population level, the PPV of this machine learning model was 89.5%, higher than the EKFC P30 of 85.2%. A free web-application was developed to allow the physician to assess the trustworthiness of EKFC at the individual level. A strategy using machine learning model marginally improves the trustworthiness of GFR estimation at the population level. An additional value of this approach lies in its ability to provide assessments at the individual level.",BMC nephrology,2025,Lanot Antoine; Akesson Anna; Nakano Felipe Kenji; Vens Celine; Björk Jonas; Nyman Ulf; Grubb Anders; Sundin Per-Ola; Eriksen Björn O; Melsom Toralf; Rule Andrew D; Berg Ulla; Littmann Karin; Åsling-Monemi Kajsa; Hansson Magnus; Larsson Anders; Courbebaisse Marie; Dubourg Laurence; Couzi Lionel; Gaillard Francois; Garrouste Cyril; Jacquemont Lola; Kamar Nassim; Legendre Christophe; Rostaing Lionel; Ebert Natalie; Schaeffner Elke; Bökenkamp Arend; Mariat Christophe; Pottel Hans; Delanaye Pierre,Humans; Glomerular Filtration Rate; Machine Learning; Female; Male; Middle Aged; Aged; Adult; Creatinine; Cohort Studies; Algorithms; Young Adult,10.1186/s12882-025-03972-0,39885391,https://pubmed.ncbi.nlm.nih.gov/39885391/
PubMed,Evaluating script concordance tests (SCTs) through the lens of Bayesian reasoning: Enhancing assessment in medical education.,"Script Concordance Tests (SCTs) represent an innovative assessment method which have been introduced in the 2024 French National Ranking Examinations (EDN). These tests compare a student's clinical reasoning with that of a panel of experts under conditions of uncertainty. Typically, the question involves the impact of new information on an initially proposed hypothesis, with answers given on a Likert scale. This article aims to didactically illustrate how SCTs are consistent with probabilistic reasoning as modeled by Bayes' theorem. In addition, by comparing SCT writing guidelines with Bayesian reasoning concepts, several ambiguities were identified: (1) What stage of clinical reasoning do SCTs evaluate? (2) What are the appropriate labels for Likert scale responses? (3) Does the expert panel provide a relevant reference for SCTs? Currently, many of these questions remain unanswered in the literature, with recent data suggesting that experienced physicians' responses to SCTs are often biased. Beyond their use as an assessment tool in the EDN, SCTs offer a valuable opportunity to develop and deepen the teaching of probabilistic reasoning in medical education and serve as a potential area of research to improve clinical practice.",Journal of epidemiology and population health,2025,Dauchet Luc; Bentegeac Raphaël; Ghauss Haress; Hazzan Marc; Truffert Patrick; Amouyel Philippe; Gauthier Victoria; Hamroun Aghiles,"Bayes Theorem; Humans; Educational Measurement; Education, Medical; Clinical Competence; Clinical Reasoning",10.1016/j.jeph.2024.202804,39848214,https://pubmed.ncbi.nlm.nih.gov/39848214/
PubMed,"Current practices in prevention, screening, and treatment of diabetes in kidney transplant recipients: European survey highlights from the ERA DESCARTES Working Group.","Although post-transplant diabetes mellitus (PTDM) is a common complication after kidney transplantation, there are few data on prevention, optimal screening, and treatment strategies. The European Renal Association's DESCARTES working group distributed a web-based survey to European transplant centres to gather information on risk assessment, screening procedures, and management practices for preventing and treating PTDM in kidney transplant recipients. Answers were obtained from 121/241 transplant centres (50%) across 15 European countries. Screening practices for diabetes mellitus during the transplant work-up varied, with only 13% of centres using the recommended oral glucose tolerance test (OGTT) and 14% not screening at all. At transplantation, 19% of centres tailored the immunosuppressive regimen based on perceived PTDM risk, using strategies such as cyclosporin use or early steroid withdrawal. Fifty-two percent adopted strict glycaemic control with basal insulin in the first days post-transplant. Sixty-eight percent had defined screening protocols for early PTDM (45 days-6 months), primarily based on fasting glycaemia and/or HbA1c, while only a minority (7%) incorporated an OGTT. Changes in immunosuppression were considered by 41% in cases of early hyperglycaemia (<45 days) and by 58% in established PTDM (>45 days). Besides insulin therapy, dipeptidyl peptidase-4 (DPP4) inhibitors and metformin were most frequently used to manage early hyperglycaemia (<45 days) and PTDM (>45 days). The use of SGLT2 inhibitors and GLP-analogues increased >45 days post-transplantation. This European survey underscores the significant variation in PTDM prevention, screening, and treatment practices, emphasizing the imperative for more explicit guidance in approaching this complication.",Clinical kidney journal,2025,Laghrib Yassine; Hilbrands Luuk; Oniscu Gabriel C; Crespo Marta; Gandolfini Ilaria; Mariat Christophe; Mjøen Geir; Sever Mehmet Sukru; Watschinger Bruno; Velioglu Arzu; Demir Erol; Martinez Eva Gavela; De Weerd Annelies; Dedinska Ivana; Pippias Maria; Massart Annick; Abramowicz Daniel; de Fijter Johan Willem; De Block Christophe; Hellemans Rachel,,10.1093/ckj/sfae367,39839808,https://pubmed.ncbi.nlm.nih.gov/39839808/
PubMed,Diagnostic d'un myélome multiple à immunoglobuline D Lambda avec une atteinte rénale sévère 10 ans après un plasmocytome solitaire : Un cas clinique et revue de la littérature.,"Immunoglobulin D (IgD) myeloma is a rare subtype often described as aggressive with advanced disease at diagnosis. Primary renal involvement is seen in scarce cases. This case features a 55-year-old man with IgD lambda myeloma presenting severe renal failure at diagnosis. Examination revealed a 10-year-old sternal plasmacytoma and multiple others in the ribs. Despite benefiting from traditional chemotherapy, he remained dependent on hemodialysis Conclusion: Through this case, unique in the literature, we conclude that plasma cells secreting IgD can remain inactive for a long time in the form of a solitary plasmacytoma. However, in the event of medullary involvement, they can induce a myeloma with serious organic lesions.",La Tunisie medicale,2025,Mrabet Sanda; Ben Hmida Mohamed,Humans; Male; Multiple Myeloma; Middle Aged; Plasmacytoma; Renal Insufficiency; Immunoglobulin D; Immunoglobulin lambda-Chains; Time Factors; Severity of Illness Index,10.62438/tunismed.v103i1.5253,39812210,https://pubmed.ncbi.nlm.nih.gov/39812210/
PubMed,Standardized Outcomes for Randomized Controlled Trials Targeting Early Interventions in Patients With Moderate-to-Severe Traumatic Brain Injury: Protocol for the Development of a Core Outcome Set.,": With more than 60 million new cases around the world each year, traumatic brain injury (TBI) causes substantial mortality and morbidity. Managing TBI is a major human, social, and economic concern. In the last 20 years, there has been an increase in clinical trials in neurocritical care, leading mostly to negative results. The evaluation of neurological outcomes, predominantly as primary outcomes, using clinical scales (Glasgow Outcome Scale) has limitations that could explain these results. Moreover, patient-centered outcomes are seldom reported despite their recognized clinical relevance. : The aim of this project is to establish a core outcome set (COS) for patients with moderate-to-severe TBI in randomized control trials in neurocritical care research. This study will follow five distinct steps: (1) systematic review to identify outcomes that have been reported in trials; (2) semistructured interviews with patients and their families to identify their priorities after TBI and explore potential patient-centered outcomes; (3) health care stakeholder focus groups with clinicians, researchers, and policy makers to describe potential outcomes; (4) an eDelphi survey with stakeholder groups to make a list of previously identified core outcomes; and (5) a consensus workshop to establish a COS for moderate-to-severe TBI clinical trials. : The systematic review was published in August 2024. Regarding Step 2, 30 semistructured interviews of patients and relatives were performed from July 2021 to December 2023, and analyses were completed in October 2024. Step 3 is currently under development, and Step 4 is planned for the end of 2025. Step 5 is expected to occur during fall/winter 2026. Conclusions: Establishing a COS, to be consistently measured and reported in TBI trials in neurocritical care will ensure rigorous reporting, avoid bias, and improve the integrity, transparency, and usability of clinical research. The French context of the study is the main limitation, but we are seeking international collaboration on the project. The results of each step of the project will be disseminated through abstracts, publications, and patient associations. Establishing a COS, to be consistently measured and reported in TBI trials in neurocritical care will ensure rigorous reporting, avoid bias, and improve the integrity, transparency, and usability of clinical research. The French context of the study is the main limitation, but we are seeking international collaboration on the project. The results of each step of the project will be disseminated through abstracts, publications, and patient associations. DERR1-10.2196/54525.",JMIR research protocols,2025,Cinotti Raphael; Derouin Yvan; Chenet Amandine; Oujamaa Lydia; Glize Bertrand; Launey Yoann; Dahyot-Fizelier Claire; Cartron Emmanuelle; Renvoise Melodie; Sautenet Benedicte; Sebille Veronique,"Humans; Brain Injuries, Traumatic; Randomized Controlled Trials as Topic; Outcome Assessment, Health Care; Research Design; Glasgow Outcome Scale",10.2196/54525,39787594,https://pubmed.ncbi.nlm.nih.gov/39787594/
PubMed,Differences in association between hypoalbuminaemia and mortality among younger versus older patients on haemodialysis.,"Ageing often affects biomarker production. Yet, clinical/optimal thresholds to guide clinical decisions do not consider this. Serum albumin decreases with age, but hypoalbuminaemia is defined as serum albumin <4.0 g/dl. This study explores whether age might affect serum albumin levels and its association with mortality in haemodialysis patients. COSMOS (Current Management of Secondary Hyperparathyroidism: a Multicentre Observational Study) is a prospective, open-cohort, observational study of haemodialysis patients followed for 3 years. Binary logistic and linear regression were used to analyse the association between age and hypoalbuminaemia or serum albumin (continuous). Cox proportional hazard multivariate regression was used to examine the relationship between hypoalbuminaemia and mortality in patients younger and older than 65 years. Time-dependent receiver operating characteristic (ROC) curves were used to assess the discriminatory ability of serum albumin and optimal thresholds for predicting mortality. The present analysis included 5585 patients. The odds of experiencing hypoalbuminaemia increased with age [adjusted odds ratios = 1.56(95%CI: 1.31-1.86), 1.89(95%CI: 1.59-2.24), 2.68(95%CI: 2.22-3.23) for 56-65, 66-75, and >75 years, respectively (reference ≤55 years;  Ageing is accompanied by lower albumin levels, and the association between hypoalbuminaemia and mortality may be modified by age. Different clinical thresholds that consider age may better discriminate risks associated with hypoalbuminaemia.",Clinical kidney journal,2025,Sanz-García Clara; Rodríguez-García Minerva; Górriz-Teruel José Luis; Martín-Carro Beatriz; Floege Jürgen; Díaz-López Bernardino; Palomo-Antequera Carmen; Sánchez-Alvarez Emilio; Gómez-Alonso Carlos; Fernández-Gómez Jesús; Hevia-Suárez Miguel Ángel; Navarro-González Juan Francisco; Arenas María Dolores; Locatelli Francesco; Zoccali Carmine; Ferreira Aníbal; Alonso-Montes Cristina; Cannata-Andía Jorge Benito; Carrero Juan Jesús; Fernández-Martín José Luis,,10.1093/ckj/sfae339,39781478,https://pubmed.ncbi.nlm.nih.gov/39781478/
PubMed,Extending the Lund-Malmö creatinine-based GFR equation to cystatin C - validation results from the European Kidney Function Consortium (EKFC) cohort of children and adults.,The aim of the present study was to extend the creatinine-based Lund-Malmö GFR equation for use with rescaled cystatin C (r-LMR,Scandinavian journal of clinical and laboratory investigation,2024,Björk Jonas; Nyman Ulf; Berg Ulla; Bökenkamp Arend; Cavalier Etienne; Ebert Natalie; Eriksen Björn O; Derain Dubourg Laurence; Goffin Karolien; Grubb Anders; Hansson Magnus; Larsson Anders; Lemoine Sandrine; Littmann Karin; Mariat Christophe; Melsom Toralf; Schaeffner Elke; Sundin Per-Ola; Åsling-Monemi Kajsa; Delanaye Pierre; Pottel Hans,"Humans; Cystatin C; Glomerular Filtration Rate; Creatinine; Male; Female; Child; Adult; Adolescent; Cohort Studies; Middle Aged; Biomarkers; Young Adult; Aged; Europe; Child, Preschool",10.1080/00365513.2024.2441280,39773180,https://pubmed.ncbi.nlm.nih.gov/39773180/
PubMed,Fluid overload trajectories and mortality in hemodialysis patients.,"Fluid overload remains critical in managing patients with end-stage kidney disease. However, there is limited empirical understanding of fluid overload's impact on mortality. This study analyzes fluid overload trajectories and their association with mortality in hemodialysis patients. This longitudinal study included 9332 incident hemodialysis patients from the EuCliD database, treated in Fresenius Medical Care NephroCare dialysis centers across seven countries between January 2016 and December 2019, with follow-up until May 2023. Fluid overload was assessed using bioimpedance spectroscopy, and patients were grouped based on fluid overload trajectories using group-based trajectory modeling. Cox regression models, adjusted for potential confounders, were used to investigate the relationship between trajectory groups and mortality. Four distinct fluid overload trajectories were identified. Patients in the highest trajectory group (8.5% of the cohort) had more frequent background cardiovascular complications, lower BMI and serum albumin, and their adjusted mortality risk was 2.20 times higher than the lowest trajectory. There was a dose-response relationship between trajectories and mortality. The incidence rate of death increased with the degree of fluid overload, from 8.6 deaths per 100 person-years in the lowest trajectory to 18.6 in the highest. This longitudinal study highlights the significant risk of chronic fluid overload in hemodialysis patients. Latent trajectory analysis provides novel information into the dynamic nature of fluid overload and its impact on mortality in the hemodialysis population.",Journal of internal medicine,2025,Zoccali Carmine; Tripepi Giovanni; Carioni Paola; Mallamaci Francesca; Savoia Matteo; Usvyat Len S; Maddux Franklin W; Stuard Stefano,"Humans; Renal Dialysis; Male; Female; Kidney Failure, Chronic; Longitudinal Studies; Middle Aged; Aged; Water-Electrolyte Imbalance; Risk Factors",10.1111/joim.20049,39732505,https://pubmed.ncbi.nlm.nih.gov/39732505/
PubMed,Clinical Spectrum and Prognosis of Atypical Autosomal Dominant Polycystic Kidney Disease Caused by Monoallelic Pathogenic Variants of IFT140.,"Monoallelic predicted loss-of-function (pLoF) variants in IFT140 have recently been associated with an autosomal dominant polycystic kidney disease (ADPKD)-like phenotype. This study enhanced the characterization of this phenotype. Case series. Seventy-five among 2,797 European individuals with ADPKD-like phenotypes who underwent genetic testing that revealed pLoF IFT140-variants. The 75 individuals (median age 56 years, 53.3% females) were from 61 families and were found to have 41 different monoallelic pLoF IFT140-variants. The majority of individuals presented with large, exophytic kidney cysts (median total kidney volume, 688mL [IQR, 201-4,139]), and 90.2% were classified using the Mayo Imaging Classification as Mayo Class 2A. Arterial hypertension was present in 50.7% of the individuals (median age at diagnosis, 59 years [IQR, 29-73]). Only 1 patient developed kidney failure (at age 69 years). A significant difference was observed in the age-adjusted estimated glomerular filtration rate (eGFR) between the male and female patients (P<0.001), and 56.3% of the individuals over the age of 60 years had an eGFR of<60mL/min/1.73m Retrospective study; IFT140-related cystic kidney disease may not be diagnosed in younger patients or patients with milder forms. Individuals with monoallelic IFT140 pLoF variants are likely to develop kidney cysts atypical of classic ADPKD and generally have a favorable kidney prognosis. Monoallelic pathogenic variants in IFT140 have been linked to a spectrum of kidney disease clinically similar to autosomal dominant polycystic kidney disease (ADPKD). This article describes a case series of 75 individuals with ADPKD-IFT140. Affected individuals typically presented with an atypical imaging pattern, had fewer but larger kidney cysts compared with classic ADPKD, and rarely developed liver cysts. Although the kidney prognosis appeared better than in classic ADPKD, 56.3% of individuals over 60 years of age had stage 3 or more severe CKD. Individuals with ADPKD-IFT140 variants are likely to develop kidney cyst patterns atypical of ADPKD. Their kidney prognosis appears favorable.",American journal of kidney diseases : the official journal of the National Kidney Foundation,2024,Zagorec Nikola; Calamel Alizée; Delaporte Margaux; Olinger Eric; Orr Sarah; Sayer John A; Pillay Vignesh-Guru; Denommé-Pichon Anne-Sophie; Tran Mau-Them Frederic; Nambot Sophie; Faivre Laurence; Ars Elisabet; Torra Roser; Ong Albert C M; Devuyst Olivier; Perico Noberto; Després Aurore Michel; Lemoine Hugo; de Fallois Jonathan; Brousse Romain; Hummel Aurélie; Knebelmann Bertrand; Maisonneuve Nathalie; Halbritter Jan; Le Meur Yannick; Audrézet Marie-Pierre; Cornec-Le Gall Emilie,,10.1053/j.ajkd.2024.10.009,39732359,https://pubmed.ncbi.nlm.nih.gov/39732359/
PubMed,Projecting the Population Level Burden of CKD Progression According to Urine Albumin-to-Creatinine Ratio Categories.,"Urinary albumin-to-creatinine ratio (uACR) is an independent predictor of chronic kidney disease (CKD) progression. However there is limited evidence on the burden of CKD according to uACR categories at the population level. This study estimates future clinical and financial burden of CKD according to uACR categories using the Inside CKD microsimulation. The Inside CKD model is an individual patient level microsimulation that emulates national populations based on demographic, epidemiological, and economic data. The analysis estimates clinical and economic outcomes over time according to the Kidney Disease: Improving Global Outcomes (KDIGO) uACR categories (A1-A3) at a population level for 31 countries and regions. CKD populations (diagnosed and undiagnosed individuals, stages G3-G5) were projected to be predominantly within uACR categories A1 and A2 in 2022. Projected cumulative incidence of CKD stage transitions (disease progression) and cardio-renal complications (heart failure, myocardial infarction, stroke, and all-cause mortality) occurred mostly in uACR categories A1 and A2 between 2022 and 2027. Patients in uACR categories A1 and A2, who represent the largest proportion of patients with CKD, were projected to incur most of the health care costs associated with CKD management and cardio-renal complications for the diagnosed population (prevalence 2027). This study highlights the disproportionate population-level clinical and economic burden associated with individuals within KDIGO uACR categories A1 and A2, who represent most of the CKD population. This awareness will help health care decision makers to appropriately allocate resources and interventions to the CKD population, including those with mild to moderately increased albuminuria, to reduce clinical and economic burden associated with CKD.",Kidney international reports,2024,De Nicola Luca; Correa-Rotter Ricardo; Navarro-González Juan F; Power Albert; Nowicki Michal; Wittmann Istvan; Halimi Jean-Michel; Garcia Sanchez Juan Jose; Cabrera Claudia; Barone Salvatore; Coker Timothy; Retat Lise,,10.1016/j.ekir.2024.09.021,39698359,https://pubmed.ncbi.nlm.nih.gov/39698359/
PubMed,Anti Phospholipase A2 Receptor 1 Antibodies and Membranous Nephropathy Recurrence After Kidney Transplantation.,"Membranous nephropathy can lead to end-stage kidney disease, for which kidney transplantation is the preferred therapy. However, the disease often relapses, which can impact allograft survival. We conducted a prospective multicenter study in France involving 72 patients with membranous nephropathy who were awaiting and then underwent kidney transplantation. In addition, we established a retrospective validation cohort of 65 patients. The primary objective was to evaluate the prognostic significance of pretransplant anti phospholipase A2 receptor 1 (PLA2R1) antibodies on the recurrence of membranous nephropathy. The study also assessed the incidence rate, time to onset, and risk factors for recurrence, as well as allograft outcome. The prospective cohort showed a 26% cumulative incidence of membranous nephropathy recurrence after a median follow-up of 23.5 months. This was confirmed by a 28% cumulative incidence after a median follow-up of 67 months in the retrospective cohort. A strong association was found between the presence of anti-PLA2R1 antibodies prior to transplantation and the risk of disease recurrence (risk ratio = 5.9; 95% confidence interval [CI]: 2.3-15.7;  The presence of anti-PLA2R1 antibodies prior to transplantation was a strong predictor of recurrence of allograft membranous nephropathy. An individualized immunomonitoring and management strategy for kidney transplant candidates with anti-PLA2R1-associated membranous nephropathy should be considered.",Kidney international reports,2024,Cremoni Marion; Teisseyre Maxime; Thaunat Olivier; Fernandez Céline; Payre Christine; Moutou Alan; Zarif Hadi; Brglez Vesna; Albano Laetitia; Moal Valérie; Mourad Georges; Morelon Emmanuel; Hurault de Ligny Bruno; Zaoui Philippe; Rondeau Eric; Ouali Nacera; Ronco Pierre; Moulin Bruno; Braun-Parvez Laura; Durrbach Antoine; Heng Anne-Elisabeth; Grimbert Philippe; Ducloux Didier; Blancho Gilles; Merville Pierre; Choukroun Gabriel; Le Meur Yannick; Vigneau Cécile; Mariat Christophe; Rostaing Lionel; Subra Jean-François; Taupin Jean-Luc; Lambeau Gérard; Esnault Vincent; Sicard Antoine; Seitz-Polski Barbara,,10.1016/j.ekir.2024.09.012,39698349,https://pubmed.ncbi.nlm.nih.gov/39698349/
